time_display,time_raw,src_host,src_port,dst_host,dst_port,sniffed,target_domain,ip,network,outbound,dialer,policy,dscp,mac,pid,pname,app,raw_line
2026-01-22 00:49:37,Jan 21 16:49:37,192.168.100.110,32880,91.108.56.134,80,91.108.56.134,91.108.56.134,91.108.56.134:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:37"" level=info msg=""192.168.100.110:32880 <-> 91.108.56.134:80"" dialer=direct dscp=0 ip=""91.108.56.134:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=91.108.56.134"
2026-01-22 00:49:37,Jan 21 16:49:37,192.168.100.110,45086,149.154.175.59,80,149.154.175.59,149.154.175.59,149.154.175.59:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:37"" level=info msg=""192.168.100.110:45086 <-> 149.154.175.59:80"" dialer=direct dscp=0 ip=""149.154.175.59:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=149.154.175.59"
2026-01-22 00:49:37,Jan 21 16:49:37,192.168.100.110,45212,142.250.197.238,443,play.google.com,play.google.com,142.250.197.238:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:37"" level=info msg=""192.168.100.110:45212 <-> 142.250.197.238:443"" dialer=direct dscp=0 ip=""142.250.197.238:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=play.google.com"
2026-01-22 00:49:37,Jan 21 16:49:37,192.168.100.110,45648,91.108.56.115,80,91.108.56.115,91.108.56.115,91.108.56.115:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:37"" level=info msg=""192.168.100.110:45648 <-> 91.108.56.115:80"" dialer=direct dscp=0 ip=""91.108.56.115:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=91.108.56.115"
2026-01-22 00:49:37,Jan 21 16:49:37,192.168.100.110,59852,149.154.175.53,80,149.154.175.53,149.154.175.53,149.154.175.53:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:37"" level=info msg=""192.168.100.110:59852 <-> 149.154.175.53:80"" dialer=direct dscp=0 ip=""149.154.175.53:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=149.154.175.53"
2026-01-22 00:49:39,Jan 21 16:49:39,192.168.100.110,42026,31.216.144.5,443,mega.nz,mega.nz,31.216.144.5:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:39"" level=info msg=""192.168.100.110:42026 <-> 31.216.144.5:443"" dialer=direct dscp=0 ip=""31.216.144.5:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=mega.nz"
2026-01-22 00:49:39,Jan 21 16:49:39,192.168.100.110,58436,151.101.3.52,443,fastly.mirror.pkgbuild.com,fastly.mirror.pkgbuild.com,151.101.3.52:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:39"" level=info msg=""192.168.100.110:58436 <-> 151.101.3.52:443"" dialer=direct dscp=0 ip=""151.101.3.52:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=fastly.mirror.pkgbuild.com"
2026-01-22 00:49:39,Jan 21 16:49:39,192.168.100.110,58440,151.101.3.52,443,fastly.mirror.pkgbuild.com,fastly.mirror.pkgbuild.com,151.101.3.52:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:39"" level=info msg=""192.168.100.110:58440 <-> 151.101.3.52:443"" dialer=direct dscp=0 ip=""151.101.3.52:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=fastly.mirror.pkgbuild.com"
2026-01-22 00:49:39,Jan 21 16:49:39,192.168.100.110,58442,151.101.3.52,443,fastly.mirror.pkgbuild.com,fastly.mirror.pkgbuild.com,151.101.3.52:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:39"" level=info msg=""192.168.100.110:58442 <-> 151.101.3.52:443"" dialer=direct dscp=0 ip=""151.101.3.52:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=fastly.mirror.pkgbuild.com"
2026-01-22 00:49:40,Jan 21 16:49:40,192.168.100.110,37756,71.18.222.1,443,bsync31-normal-alisg.tiktokv.com,bsync31-normal-alisg.tiktokv.com,71.18.222.1:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,TikTok,"time=""Jan 21 16:49:40"" level=info msg=""192.168.100.110:37756 <-> 71.18.222.1:443"" dialer=direct dscp=0 ip=""71.18.222.1:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=bsync31-normal-alisg.tiktokv.com"
2026-01-22 00:49:41,Jan 21 16:49:41,192.168.100.110,42944,163.70.159.42,443,z-m-gateway.facebook.com,z-m-gateway.facebook.com,163.70.159.42:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:41"" level=info msg=""192.168.100.110:42944 <-> 163.70.159.42:443"" dialer=direct dscp=0 ip=""163.70.159.42:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=z-m-gateway.facebook.com"
2026-01-22 00:49:41,Jan 21 16:49:41,192.168.100.110,45210,142.250.197.238,443,play.google.com,play.google.com,142.250.197.238:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:41"" level=info msg=""192.168.100.110:45210 <-> 142.250.197.238:443"" dialer=direct dscp=0 ip=""142.250.197.238:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=play.google.com"
2026-01-22 00:49:42,Jan 21 16:49:42,192.168.100.110,40080,142.251.8.188,5228,mtalk.google.com,mtalk.google.com,142.251.8.188:5228,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:42"" level=info msg=""192.168.100.110:40080 <-> 142.251.8.188:5228"" dialer=direct dscp=0 ip=""142.251.8.188:5228"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=mtalk.google.com"
2026-01-22 00:49:43,Jan 21 16:49:43,192.168.100.110,32890,91.108.56.134,80,91.108.56.134,91.108.56.134,91.108.56.134:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:43"" level=info msg=""192.168.100.110:32890 <-> 91.108.56.134:80"" dialer=direct dscp=0 ip=""91.108.56.134:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=91.108.56.134"
2026-01-22 00:49:43,Jan 21 16:49:43,192.168.100.110,45090,149.154.175.59,80,149.154.175.59,149.154.175.59,149.154.175.59:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:43"" level=info msg=""192.168.100.110:45090 <-> 149.154.175.59:80"" dialer=direct dscp=0 ip=""149.154.175.59:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=149.154.175.59"
2026-01-22 00:49:43,Jan 21 16:49:43,192.168.100.110,45650,91.108.56.115,80,91.108.56.115,91.108.56.115,91.108.56.115:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:43"" level=info msg=""192.168.100.110:45650 <-> 91.108.56.115:80"" dialer=direct dscp=0 ip=""91.108.56.115:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=91.108.56.115"
2026-01-22 00:49:43,Jan 21 16:49:43,192.168.100.110,46674,104.18.39.21,443,ws.chatgpt.com,ws.chatgpt.com,104.18.39.21:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:43"" level=info msg=""192.168.100.110:46674 <-> 104.18.39.21:443"" dialer=direct dscp=0 ip=""104.18.39.21:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=ws.chatgpt.com"
2026-01-22 00:49:43,Jan 21 16:49:43,192.168.100.110,59858,149.154.175.53,80,149.154.175.53,149.154.175.53,149.154.175.53:80,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:43"" level=info msg=""192.168.100.110:59858 <-> 149.154.175.53:80"" dialer=direct dscp=0 ip=""149.154.175.53:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=149.154.175.53"
2026-01-22 00:49:45,Jan 21 16:49:45,192.168.100.110,45224,142.250.197.238,443,play.google.com,play.google.com,142.250.197.238:443,tcp4,direct,direct,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:45"" level=info msg=""192.168.100.110:45224 <-> 142.250.197.238:443"" dialer=direct dscp=0 ip=""142.250.197.238:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=direct pid=0 pname= policy=fixed sniffed=play.google.com"
2026-01-22 00:49:46,Jan 21 16:49:46,192.168.100.110,37830,91.108.56.134,443,,91.108.56.134,91.108.56.134:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:46"" level=info msg=""192.168.100.110:37830 <-> 91.108.56.134:443"" dialer=HK-3 dscp=0 ip=""91.108.56.134:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:46,Jan 21 16:49:46,192.168.100.110,48718,149.154.175.59,443,,149.154.175.59,149.154.175.59:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:46"" level=info msg=""192.168.100.110:48718 <-> 149.154.175.59:443"" dialer=HK-3 dscp=0 ip=""149.154.175.59:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:48,Jan 21 16:49:48,192.168.100.110,43110,103.107.90.239,443,api.m.jd.com,api.m.jd.com,103.107.90.239:443,tcp4,proxy,sing-box-10000,fixed,0,94:83:c4:ab:9e:b4,0,,JD.com,"time=""Jan 21 16:49:48"" level=info msg=""192.168.100.110:43110 <-> 103.107.90.239:443"" dialer=sing-box-10000 dscp=0 ip=""103.107.90.239:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=proxy pid=0 pname= policy=fixed sniffed=api.m.jd.com"
2026-01-22 00:49:49,Jan 21 16:49:49,192.168.100.110,45238,142.250.197.238,443,play.google.com,play.google.com,142.250.197.238:443,tcp4,proxy,sing-box-10000,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:49"" level=info msg=""192.168.100.110:45238 <-> 142.250.197.238:443"" dialer=sing-box-10000 dscp=0 ip=""142.250.197.238:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=proxy pid=0 pname= policy=fixed sniffed=play.google.com"
2026-01-22 00:49:49,Jan 21 16:49:49,192.168.100.110,46812,guc3-spclient.spotify.com,443,guc3-spclient.spotify.com,guc3-spclient.spotify.com,35.186.224.31:443,tcp4,ai,att,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:49"" level=info msg=""192.168.100.110:46812 <-> guc3-spclient.spotify.com:443"" dialer=att dscp=0 ip=""35.186.224.31:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=ai pid=0 pname= policy=fixed sniffed=guc3-spclient.spotify.com"
2026-01-22 00:49:50,Jan 21 16:49:50,192.168.100.110,35822,142.248.150.166,443,,142.248.150.166,142.248.150.166:443,tcp4,proxy,sing-box-10000,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:50"" level=info msg=""192.168.100.110:35822 <-> 142.248.150.166:443"" dialer=sing-box-10000 dscp=0 ip=""142.248.150.166:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=proxy pid=0 pname= policy=fixed sniffed="
2026-01-22 00:49:50,Jan 21 16:49:50,192.168.100.110,36284,45.249.245.247,5443,,45.249.245.247,45.249.245.247:5443,tcp4,proxy,sing-box-10000,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:50"" level=info msg=""192.168.100.110:36284 <-> 45.249.245.247:5443"" dialer=sing-box-10000 dscp=0 ip=""45.249.245.247:5443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=proxy pid=0 pname= policy=fixed sniffed="
2026-01-22 00:49:50,Jan 21 16:49:50,192.168.100.110,42982,z-m-gateway.facebook.com,443,z-m-gateway.facebook.com,z-m-gateway.facebook.com,163.70.159.42:443,tcp4,proxy,sing-box-10000,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:50"" level=info msg=""192.168.100.110:42982 <-> z-m-gateway.facebook.com:443"" dialer=sing-box-10000 dscp=0 ip=""163.70.159.42:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=proxy pid=0 pname= policy=fixed sniffed=z-m-gateway.facebook.com"
2026-01-22 00:49:50,Jan 21 16:49:50,192.168.100.110,45070,91.108.56.115,5222,,91.108.56.115,91.108.56.115:5222,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:50"" level=info msg=""192.168.100.110:45070 <-> 91.108.56.115:5222"" dialer=HK-3 dscp=0 ip=""91.108.56.115:5222"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:50,Jan 21 16:49:50,192.168.100.110,56324,217.217.33.20,443,,217.217.33.20,217.217.33.20:443,tcp4,proxy,sing-box-10000,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:50"" level=info msg=""192.168.100.110:56324 <-> 217.217.33.20:443"" dialer=sing-box-10000 dscp=0 ip=""217.217.33.20:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=proxy pid=0 pname= policy=fixed sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,33820,91.108.56.134,443,,91.108.56.134,91.108.56.134:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:33820 <-> 91.108.56.134:443"" dialer=HK-3 dscp=0 ip=""91.108.56.134:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,36222,149.154.175.54,80,149.154.175.54,149.154.175.54,149.154.175.54:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:36222 <-> 149.154.175.54:80"" dialer=HK-3 dscp=0 ip=""149.154.175.54:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=149.154.175.54"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,38640,149.154.175.51,443,,149.154.175.51,149.154.175.51:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:38640 <-> 149.154.175.51:443"" dialer=HK-3 dscp=0 ip=""149.154.175.51:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,40248,149.154.175.55,80,149.154.175.55,149.154.175.55,149.154.175.55:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:40248 <-> 149.154.175.55:80"" dialer=HK-3 dscp=0 ip=""149.154.175.55:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=149.154.175.55"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,40506,149.154.175.54,443,,149.154.175.54,149.154.175.54:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:40506 <-> 149.154.175.54:443"" dialer=HK-3 dscp=0 ip=""149.154.175.54:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,41698,149.154.175.59,80,149.154.175.59,149.154.175.59,149.154.175.59:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:41698 <-> 149.154.175.59:80"" dialer=HK-3 dscp=0 ip=""149.154.175.59:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=149.154.175.59"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,42094,alt4-mtalk.google.com,443,alt4-mtalk.google.com,alt4-mtalk.google.com,172.253.135.188:443,tcp4,proxy,sing-box-10000,fixed,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:42094 <-> alt4-mtalk.google.com:443"" dialer=sing-box-10000 dscp=0 ip=""172.253.135.188:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=proxy pid=0 pname= policy=fixed sniffed=alt4-mtalk.google.com"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,44898,149.154.175.55,443,,149.154.175.55,149.154.175.55:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:44898 <-> 149.154.175.55:443"" dialer=HK-3 dscp=0 ip=""149.154.175.55:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,45092,149.154.175.59,443,,149.154.175.59,149.154.175.59:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:45092 <-> 149.154.175.59:443"" dialer=HK-3 dscp=0 ip=""149.154.175.59:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,48010,149.154.175.53,80,149.154.175.53,149.154.175.53,149.154.175.53:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:48010 <-> 149.154.175.53:80"" dialer=HK-3 dscp=0 ip=""149.154.175.53:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=149.154.175.53"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,49852,91.108.56.134,80,91.108.56.134,91.108.56.134,91.108.56.134:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:49852 <-> 91.108.56.134:80"" dialer=HK-3 dscp=0 ip=""91.108.56.134:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=91.108.56.134"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,50450,149.154.175.53,443,,149.154.175.53,149.154.175.53:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:50450 <-> 149.154.175.53:443"" dialer=HK-3 dscp=0 ip=""149.154.175.53:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,53378,91.108.56.115,443,,91.108.56.115,91.108.56.115:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:53378 <-> 91.108.56.115:443"" dialer=HK-3 dscp=0 ip=""91.108.56.115:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,54026,149.154.167.41,80,149.154.167.41,149.154.167.41,149.154.167.41:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:54026 <-> 149.154.167.41:80"" dialer=HK-3 dscp=0 ip=""149.154.167.41:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=149.154.167.41"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,55080,149.154.175.52,80,149.154.175.52,149.154.175.52,149.154.175.52:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:55080 <-> 149.154.175.52:80"" dialer=HK-3 dscp=0 ip=""149.154.175.52:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=149.154.175.52"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,56536,149.154.175.52,443,,149.154.175.52,149.154.175.52:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:56536 <-> 149.154.175.52:443"" dialer=HK-3 dscp=0 ip=""149.154.175.52:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,56780,149.154.167.41,443,,149.154.167.41,149.154.167.41:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:56780 <-> 149.154.167.41:443"" dialer=HK-3 dscp=0 ip=""149.154.167.41:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,57148,149.154.175.51,80,149.154.175.51,149.154.175.51,149.154.175.51:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:57148 <-> 149.154.175.51:80"" dialer=HK-3 dscp=0 ip=""149.154.175.51:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=149.154.175.51"
2026-01-22 00:49:51,Jan 21 16:49:51,192.168.100.110,60576,91.108.56.115,80,91.108.56.115,91.108.56.115,91.108.56.115:80,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:51"" level=info msg=""192.168.100.110:60576 <-> 91.108.56.115:80"" dialer=HK-3 dscp=0 ip=""91.108.56.115:80"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed=91.108.56.115"
2026-01-22 00:49:52,Jan 21 16:49:52,192.168.100.110,37852,91.108.56.134,443,,91.108.56.134,91.108.56.134:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:52"" level=info msg=""192.168.100.110:37852 <-> 91.108.56.134:443"" dialer=HK-3 dscp=0 ip=""91.108.56.134:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:52,Jan 21 16:49:52,192.168.100.110,45080,91.108.56.115,5222,,91.108.56.115,91.108.56.115:5222,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:52"" level=info msg=""192.168.100.110:45080 <-> 91.108.56.115:5222"" dialer=HK-3 dscp=0 ip=""91.108.56.115:5222"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:52,Jan 21 16:49:52,192.168.100.110,45084,91.108.56.115,5222,,91.108.56.115,91.108.56.115:5222,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:52"" level=info msg=""192.168.100.110:45084 <-> 91.108.56.115:5222"" dialer=HK-3 dscp=0 ip=""91.108.56.115:5222"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:54,Jan 21 16:49:54,192.168.100.110,38746,149.154.175.211,443,,149.154.175.211,149.154.175.211:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:54"" level=info msg=""192.168.100.110:38746 <-> 149.154.175.211:443"" dialer=HK-3 dscp=0 ip=""149.154.175.211:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:54,Jan 21 16:49:54,192.168.100.110,38748,149.154.175.211,443,,149.154.175.211,149.154.175.211:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:54"" level=info msg=""192.168.100.110:38748 <-> 149.154.175.211:443"" dialer=HK-3 dscp=0 ip=""149.154.175.211:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
2026-01-22 00:49:54,Jan 21 16:49:54,192.168.100.110,38750,149.154.175.211,443,,149.154.175.211,149.154.175.211:443,tcp4,fast,HK-3,min_avg10,0,94:83:c4:ab:9e:b4,0,,Other,"time=""Jan 21 16:49:54"" level=info msg=""192.168.100.110:38750 <-> 149.154.175.211:443"" dialer=HK-3 dscp=0 ip=""149.154.175.211:443"" mac=""94:83:c4:ab:9e:b4"" network=tcp4 outbound=fast pid=0 pname= policy=min_avg10 sniffed="
